gn_code;douanerecht;type_duty
5703399900;8.000 %;DUT 3TH
5703902090;8.000 %;DUT 3TH
5703908000;8.000 %;DUT 3TH
5703908090;8.000 %;DUT 3TH
5704200090;6.700 %;DUT 3TH
5704900010;6.700 %;DUT 3TH
5704900090;6.700 %;DUT 3TH
5705003000;8.000 %;DUT 3TH
5705003010;8.000 %;DUT 3TH
5705003090;8.000 %;DUT 3TH
5705008000;8.000 %;DUT 3TH
5705008031;8.000 %;DUT 3TH
5705008039;8.000 %;DUT 3TH
5705008091;8.000 %;DUT 3TH
5705008099;8.000 %;DUT 3TH
5801100000;8.000 %;DUT 3TH
5801220000;8.000 %;DUT 3TH
5801220090;8.000 %;DUT 3TH
5801310000;8.000 %;DUT 3TH
5801330000;8.000 %;DUT 3TH
5801360000;8.000 %;DUT 3TH
5801370000;8.000 %;DUT 3TH
5801901000;8.000 %;DUT 3TH
5801909090;8.000 %;DUT 3TH
5802100000;8.000 %;DUT 3TH
5802110000;8.000 %;DUT 3TH
5802190000;8.000 %;DUT 3TH
5802200000;8.000 %;DUT 3TH
5802300000;8.000 %;DUT 3TH
5803009090;8.000 %;DUT 3TH
5804101000;6.500 %;DUT 3TH
5804109000;8.000 %;DUT 3TH
5804210000;8.000 %;DUT 3TH
5804290000;8.000 %;DUT 3TH
5806100090;6.300 %;DUT 3TH
5806200000;7.500 %;DUT 3TH
5806310000;7.500 %;DUT 3TH
5806321000;7.500 %;DUT 3TH
5806329000;7.500 %;DUT 3TH
5806390090;7.500 %;DUT 3TH
5806400090;6.200 %;DUT 3TH
5807101000;6.200 %;DUT 3TH
5807109000;6.200 %;DUT 3TH
5807909000;8.000 %;DUT 3TH
5808100000;5.000 %;DUT 3TH
5808900000;5.300 %;DUT 3TH
5809000000;5.600 %;DUT 3TH
5810911000;5.800 %;DUT 3TH
5810911090;5.800 %;DUT 3TH
5810919090;7.200 %;DUT 3TH
5810921000;5.800 %;DUT 3TH
5810921090;5.800 %;DUT 3TH
5810929000;7.200 %;DUT 3TH
5810929090;7.200 %;DUT 3TH
5810991090;5.800 %;DUT 3TH
5810999000;7.200 %;DUT 3TH
5811000000;8.000 %;DUT 3TH
5811000099;8.000 %;DUT 3TH
5901900000;6.500 %;DUT 3TH
5902201000;5.600 %;DUT 3TH
5903101000;8.000 %;DUT 3TH
5903109000;8.000 %;DUT 3TH
5903109090;8.000 %;DUT 3TH
5903201000;8.000 %;DUT 3TH
5903209000;8.000 %;DUT 3TH
5903209090;8.000 %;DUT 3TH
5903901000;8.000 %;DUT 3TH
5903909900;8.000 %;DUT 3TH
5903909990;8.000 %;DUT 3TH
5903909990;8.000 %;DUT 3TH
5904900000;5.300 %;DUT 3TH
5905009000;6.000 %;DUT 3TH
5906100000;4.600 %;DUT 3TH
5906910000;6.500 %;DUT 3TH
5906991000;8.000 %;DUT 3TH
5906999000;5.600 %;DUT 3TH
5906999090;5.600 %;DUT 3TH
5907000000;4.900 %;DUT 3TH
5907000090;4.900 %;DUT 3TH
5907000090;4.900 %;DUT 3TH
5908000000;5.600 %;DUT 3TH
5909001000;6.500 %;DUT 3TH
5909009000;6.500 %;DUT 3TH
5910000000;5.100 %;DUT 3TH
5911200000;4.600 %;DUT 3TH
5911200090;4.600 %;DUT 3TH
5911200090;4.600 %;DUT 3TH
5911311900;5.800 %;DUT 3TH
5911321900;5.800 %;DUT 3TH
5911400000;6.000 %;DUT 3TH
5911901000;6.000 %;DUT 3TH
5911909090;6.000 %;DUT 3TH
5911909090;6.000 %;DUT 3TH
5911909090;6.000 %;DUT 3TH
5911909100;0.000 %;DUT 3TH
5911909940;6.000 %;DUT 3TH
5911909950;6.000 %;DUT 3TH
5911909990;6.000 %;DUT 3TH
6001100090;8.000 %;DUT 3TH
6001210000;8.000 %;DUT 3TH
6001220000;8.000 %;DUT 3TH
6001290090;8.000 %;DUT 3TH
6001920000;8.000 %;DUT 3TH
6001990000;8.000 %;DUT 3TH
6001990090;8.000 %;DUT 3TH
6002400000;8.000 %;DUT 3TH
6003200000;8.000 %;DUT 3TH
6003309000;8.000 %;DUT 3TH
6004100000;8.000 %;DUT 3TH
6004100010;8.000 %;DUT 3TH
6004100010;8.000 %;DUT 3TH
6004100091;8.000 %;DUT 3TH
6004100099;8.000 %;DUT 3TH
6004100099;8.000 %;DUT 3TH
6004900000;6.500 %;DUT 3TH
6005210000;8.000 %;DUT 3TH
6005220000;8.000 %;DUT 3TH
6005240000;8.000 %;DUT 3TH
6005350000;8.000 %;DUT 3TH
6005360000;8.000 %;DUT 3TH
6005370000;8.000 %;DUT 3TH
6005380000;8.000 %;DUT 3TH
6005390000;8.000 %;DUT 3TH
6005420000;8.000 %;DUT 3TH
6005420000;8.000 %;DUT 3TH
6005909000;8.000 %;DUT 3TH
6006220000;8.000 %;DUT 3TH
6006240000;8.000 %;DUT 3TH
6006310000;8.000 %;DUT 3TH
6006320000;8.000 %;DUT 3TH
6006320000;8.000 %;DUT 3TH
6006330000;8.000 %;DUT 3TH
6006340000;8.000 %;DUT 3TH
6006420000;8.000 %;DUT 3TH
6006900000;8.000 %;DUT 3TH
6006900000;8.000 %;DUT 3TH
6101201000;12.000 %;DUT 3TH
6101209000;12.000 %;DUT 3TH
6101301000;12.000 %;DUT 3TH
6101309000;12.000 %;DUT 3TH
6101902011;12.000 %;DUT 3TH
6101908000;12.000 %;DUT 3TH
6102101000;12.000 %;DUT 3TH
6102101010;12.000 %;DUT 3TH
6102101090;12.000 %;DUT 3TH
6102109000;12.000 %;DUT 3TH
6102201000;12.000 %;DUT 3TH
6102209000;12.000 %;DUT 3TH
6102301000;12.000 %;DUT 3TH
6102309000;12.000 %;DUT 3TH
6103109000;12.000 %;DUT 3TH
6103220000;12.000 %;DUT 3TH
6103230000;12.000 %;DUT 3TH
6103290000;12.000 %;DUT 3TH
6103310000;12.000 %;DUT 3TH
6103320000;12.000 %;DUT 3TH
6103330000;12.000 %;DUT 3TH
6103390090;12.000 %;DUT 3TH
6103410000;12.000 %;DUT 3TH
6103420000;12.000 %;DUT 3TH
6103430000;12.000 %;DUT 3TH
6103490099;12.000 %;DUT 3TH
6104130000;12.000 %;DUT 3TH
6104199090;12.000 %;DUT 3TH
6104220000;12.000 %;DUT 3TH
6104230000;12.000 %;DUT 3TH
6104299090;12.000 %;DUT 3TH
6104310000;12.000 %;DUT 3TH
6104320000;12.000 %;DUT 3TH
6104330000;12.000 %;DUT 3TH
6104390000;12.000 %;DUT 3TH
6104390010;12.000 %;DUT 3TH
6104390090;12.000 %;DUT 3TH
6104410000;12.000 %;DUT 3TH
6104420000;12.000 %;DUT 3TH
6104430000;12.000 %;DUT 3TH
6104440000;12.000 %;DUT 3TH
6104490000;12.000 %;DUT 3TH
6104510000;12.000 %;DUT 3TH
6104520000;12.000 %;DUT 3TH
6104530000;12.000 %;DUT 3TH
6104590000;12.000 %;DUT 3TH
6104610000;12.000 %;DUT 3TH
6104620000;12.000 %;DUT 3TH
6104630000;12.000 %;DUT 3TH
6104690010;12.000 %;DUT 3TH
6104690091;12.000 %;DUT 3TH
6104690099;12.000 %;DUT 3TH
6105100000;12.000 %;DUT 3TH
6105201000;12.000 %;DUT 3TH
6105209000;12.000 %;DUT 3TH
6105901000;12.000 %;DUT 3TH
6105909000;12.000 %;DUT 3TH
6105909000;12.000 %;DUT 3TH
6106100000;12.000 %;DUT 3TH
6106200000;12.000 %;DUT 3TH
6106905000;12.000 %;DUT 3TH
6106909000;12.000 %;DUT 3TH
6107110000;12.000 %;DUT 3TH
6107120000;12.000 %;DUT 3TH
6107190000;12.000 %;DUT 3TH
6107210000;12.000 %;DUT 3TH
6107220000;12.000 %;DUT 3TH
6107290000;12.000 %;DUT 3TH
6107910000;12.000 %;DUT 3TH
6107990000;12.000 %;DUT 3TH
6107990020;12.000 %;DUT 3TH
6107990090;12.000 %;DUT 3TH
6108110000;12.000 %;DUT 3TH
6108190000;12.000 %;DUT 3TH
6108210000;12.000 %;DUT 3TH
6108220000;12.000 %;DUT 3TH
6108290000;12.000 %;DUT 3TH
6108310000;12.000 %;DUT 3TH
6108320000;12.000 %;DUT 3TH
6108390000;12.000 %;DUT 3TH
6108910000;12.000 %;DUT 3TH
6108920000;12.000 %;DUT 3TH
6109100000;12.000 %;DUT 3TH
6109100010;12.000 %;DUT 3TH
6109100010;12.000 %;DUT 3TH
6109100090;12.000 %;DUT 3TH
6109100090;12.000 %;DUT 3TH
6109100090;12.000 %;DUT 3TH
6109100090;12.000 %;DUT 3TH
6109902000;12.000 %;DUT 3TH
6109909000;12.000 %;DUT 3TH
6109909000;12.000 %;DUT 3TH
6109909000;12.000 %;DUT 3TH
6110111000;10.500 %;DUT 3TH
6110113000;12.000 %;DUT 3TH
6110119000;12.000 %;DUT 3TH
6110121000;12.000 %;DUT 3TH
6110121090;12.000 %;DUT 3TH
6110129090;12.000 %;DUT 3TH
6110191000;12.000 %;DUT 3TH
6110191090;12.000 %;DUT 3TH
6110199090;12.000 %;DUT 3TH
6110201000;12.000 %;DUT 3TH
6110209100;12.000 %;DUT 3TH
6110209900;12.000 %;DUT 3TH
6110301000;12.000 %;DUT 3TH
6110301000;12.000 %;DUT 3TH
6110309100;12.000 %;DUT 3TH
6110309900;12.000 %;DUT 3TH
6110309900;12.000 %;DUT 3TH
6110309900;12.000 %;DUT 3TH
6110909030;12.000 %;DUT 3TH
6110909090;12.000 %;DUT 3TH
6111209000;12.000 %;DUT 3TH
6111309000;12.000 %;DUT 3TH
6111909000;12.000 %;DUT 3TH
6111909090;12.000 %;DUT 3TH
6112110000;12.000 %;DUT 3TH
6112120000;12.000 %;DUT 3TH
6112190000;12.000 %;DUT 3TH
6112311000;8.000 %;DUT 3TH
6112319000;12.000 %;DUT 3TH
6112399000;12.000 %;DUT 3TH
6112411000;8.000 %;DUT 3TH
6112419000;12.000 %;DUT 3TH
6112491000;8.000 %;DUT 3TH
6112499000;12.000 %;DUT 3TH
6113001000;8.000 %;DUT 3TH
6113009000;12.000 %;DUT 3TH
6114200000;12.000 %;DUT 3TH
6114300000;12.000 %;DUT 3TH
6114900010;12.000 %;DUT 3TH
6114900090;12.000 %;DUT 3TH
6115109000;12.000 %;DUT 3TH
6115210000;12.000 %;DUT 3TH
6115220000;12.000 %;DUT 3TH
6115290000;12.000 %;DUT 3TH
6115301100;12.000 %;DUT 3TH
6115940000;12.000 %;DUT 3TH
6115950000;12.000 %;DUT 3TH
6115961000;12.000 %;DUT 3TH
6115969100;12.000 %;DUT 3TH
6115969900;12.000 %;DUT 3TH
6115990000;12.000 %;DUT 3TH
6116102000;8.000 %;DUT 3TH
6116102011;8.000 %;DUT 3TH
6116102091;8.000 %;DUT 3TH
6116108000;8.900 %;DUT 3TH
6116108011;8.900 %;DUT 3TH
6116108091;8.900 %;DUT 3TH
6116910000;8.900 %;DUT 3TH
6116920000;8.900 %;DUT 3TH
6116930000;8.900 %;DUT 3TH
6116990000;8.900 %;DUT 3TH
6117100000;12.000 %;DUT 3TH
6117801000;8.000 %;DUT 3TH
6117808000;12.000 %;DUT 3TH
6117900000;12.000 %;DUT 3TH
6201110090;12.000 %;DUT 3TH
6201121010;12.000 %;DUT 3TH
6201121090;12.000 %;DUT 3TH
6201129000;12.000 %;DUT 3TH
6201129010;12.000 %;DUT 3TH
6201129090;12.000 %;DUT 3TH
6201131010;12.000 %;DUT 3TH
6201131090;12.000 %;DUT 3TH
6201131090;12.000 %;DUT 3TH
6201139000;12.000 %;DUT 3TH
6201139010;12.000 %;DUT 3TH
6201139090;12.000 %;DUT 3TH
6201190000;12.000 %;DUT 3TH
6201200000;12.000 %;DUT 3TH
6201200019;12.000 %;DUT 3TH
6201200091;12.000 %;DUT 3TH
6201301000;12.000 %;DUT 3TH
6201301099;12.000 %;DUT 3TH
6201309000;12.000 %;DUT 3TH
6201309019;12.000 %;DUT 3TH
6201401000;12.000 %;DUT 3TH
6201401011;12.000 %;DUT 3TH
6201401019;12.000 %;DUT 3TH
6201401090;12.000 %;DUT 3TH
6201409000;12.000 %;DUT 3TH
6201409090;12.000 %;DUT 3TH
6201900000;12.000 %;DUT 3TH
6201900090;12.000 %;DUT 3TH
6201910000;12.000 %;DUT 3TH
6201920090;12.000 %;DUT 3TH
6201930000;12.000 %;DUT 3TH
6201930000;12.000 %;DUT 3TH
6201990090;12.000 %;DUT 3TH
6202110090;12.000 %;DUT 3TH
6202121090;12.000 %;DUT 3TH
6202129000;12.000 %;DUT 3TH
6202129010;12.000 %;DUT 3TH
6202129090;12.000 %;DUT 3TH
6202131010;12.000 %;DUT 3TH
6202131090;12.000 %;DUT 3TH
6202139000;12.000 %;DUT 3TH
6202139010;12.000 %;DUT 3TH
6202139090;12.000 %;DUT 3TH
6202190000;12.000 %;DUT 3TH
6202200000;12.000 %;DUT 3TH
6202200011;12.000 %;DUT 3TH
6202200015;12.000 %;DUT 3TH
6202200019;12.000 %;DUT 3TH
6202200091;12.000 %;DUT 3TH
6202301000;12.000 %;DUT 3TH
6202301011;12.000 %;DUT 3TH
6202301019;12.000 %;DUT 3TH
6202301099;12.000 %;DUT 3TH
6202309000;12.000 %;DUT 3TH
6202309019;12.000 %;DUT 3TH
6202401000;12.000 %;DUT 3TH
6202401011;12.000 %;DUT 3TH
6202401019;12.000 %;DUT 3TH
6202401091;12.000 %;DUT 3TH
6202409000;12.000 %;DUT 3TH
6202409019;12.000 %;DUT 3TH
6202409091;12.000 %;DUT 3TH
6202900090;12.000 %;DUT 3TH
6202910000;12.000 %;DUT 3TH
6202920000;12.000 %;DUT 3TH
6202920090;12.000 %;DUT 3TH
6202930000;12.000 %;DUT 3TH
6202930000;12.000 %;DUT 3TH
6202930000;12.000 %;DUT 3TH
6202990090;12.000 %;DUT 3TH
6203110000;12.000 %;DUT 3TH
6203120000;12.000 %;DUT 3TH
6203191000;12.000 %;DUT 3TH
6203199000;12.000 %;DUT 3TH
6203221000;12.000 %;DUT 3TH
6203228000;12.000 %;DUT 3TH
6203238000;12.000 %;DUT 3TH
6203299000;12.000 %;DUT 3TH
6203310000;12.000 %;DUT 3TH
6203321000;12.000 %;DUT 3TH
6203329000;12.000 %;DUT 3TH
6203331000;12.000 %;DUT 3TH
6203339000;12.000 %;DUT 3TH
6203399000;12.000 %;DUT 3TH
6203411000;12.000 %;DUT 3TH
6203419000;12.000 %;DUT 3TH
6203421100;12.000 %;DUT 3TH
6203423100;12.000 %;DUT 3TH
6203423300;12.000 %;DUT 3TH
6203423500;12.000 %;DUT 3TH
6203425100;12.000 %;DUT 3TH
6203425900;12.000 %;DUT 3TH
6203429000;12.000 %;DUT 3TH
6203431100;12.000 %;DUT 3TH
6203431900;12.000 %;DUT 3TH
6203433900;12.000 %;DUT 3TH
6203439000;12.000 %;DUT 3TH
6203491900;12.000 %;DUT 3TH
6203499000;12.000 %;DUT 3TH
6204110000;12.000 %;DUT 3TH
6204120090;12.000 %;DUT 3TH
6204130000;12.000 %;DUT 3TH
6204199000;12.000 %;DUT 3TH
6204210000;12.000 %;DUT 3TH
6204221000;12.000 %;DUT 3TH
6204228090;12.000 %;DUT 3TH
6204231000;12.000 %;DUT 3TH
6204238000;12.000 %;DUT 3TH
6204310000;12.000 %;DUT 3TH
6204321000;12.000 %;DUT 3TH
6204329000;12.000 %;DUT 3TH
6204329090;12.000 %;DUT 3TH
6204331000;12.000 %;DUT 3TH
6204339000;12.000 %;DUT 3TH
6204391900;12.000 %;DUT 3TH
6204399000;12.000 %;DUT 3TH
6204399090;12.000 %;DUT 3TH
6204420090;12.000 %;DUT 3TH
6204430000;12.000 %;DUT 3TH
6204440090;12.000 %;DUT 3TH
6204499000;12.000 %;DUT 3TH
6204499090;12.000 %;DUT 3TH
6204510000;12.000 %;DUT 3TH
6204510019;12.000 %;DUT 3TH
6204510090;12.000 %;DUT 3TH
6204520010;12.000 %;DUT 3TH
6204520090;12.000 %;DUT 3TH
6204530010;12.000 %;DUT 3TH
6204530090;12.000 %;DUT 3TH
6204591000;12.000 %;DUT 3TH
6204591090;12.000 %;DUT 3TH
6204599000;12.000 %;DUT 3TH
6204599090;12.000 %;DUT 3TH
6204611000;12.000 %;DUT 3TH
6204618500;12.000 %;DUT 3TH
6204621100;12.000 %;DUT 3TH
6204623100;12.000 %;DUT 3TH
6204623190;12.000 %;DUT 3TH
6204623300;12.000 %;DUT 3TH
6204623390;12.000 %;DUT 3TH
6204623900;12.000 %;DUT 3TH
6204623990;12.000 %;DUT 3TH
6204625900;12.000 %;DUT 3TH
6204625990;12.000 %;DUT 3TH
6204629000;12.000 %;DUT 3TH
6204629090;12.000 %;DUT 3TH
6204631100;12.000 %;DUT 3TH
6204631890;12.000 %;DUT 3TH
6204633100;12.000 %;DUT 3TH
6204633900;12.000 %;DUT 3TH
6204633990;12.000 %;DUT 3TH
6204639090;12.000 %;DUT 3TH
6204691890;12.000 %;DUT 3TH
6204693900;12.000 %;DUT 3TH
6204695090;12.000 %;DUT 3TH
6204699000;12.000 %;DUT 3TH
6204699090;12.000 %;DUT 3TH
6205200000;12.000 %;DUT 3TH
6205200090;12.000 %;DUT 3TH
6205300000;12.000 %;DUT 3TH
6205901090;12.000 %;DUT 3TH
6205908000;12.000 %;DUT 3TH
6205908090;12.000 %;DUT 3TH
6206100000;12.000 %;DUT 3TH
6206200000;12.000 %;DUT 3TH
6206300000;12.000 %;DUT 3TH
6206300090;12.000 %;DUT 3TH
6206400000;12.000 %;DUT 3TH
6206901000;12.000 %;DUT 3TH
6206901090;12.000 %;DUT 3TH
6206909000;12.000 %;DUT 3TH
6207110000;12.000 %;DUT 3TH
6207190000;12.000 %;DUT 3TH
6207210000;12.000 %;DUT 3TH
6207220000;12.000 %;DUT 3TH
6207290000;12.000 %;DUT 3TH
6207910011;12.000 %;DUT 3TH
6207910091;12.000 %;DUT 3TH
6207910099;12.000 %;DUT 3TH
6207991000;12.000 %;DUT 3TH
6207999099;12.000 %;DUT 3TH
6208110000;12.000 %;DUT 3TH
6208190000;12.000 %;DUT 3TH
6208210000;12.000 %;DUT 3TH
6208910011;12.000 %;DUT 3TH
6208910011;12.000 %;DUT 3TH
6208910019;12.000 %;DUT 3TH
6208910090;12.000 %;DUT 3TH
6208920000;12.000 %;DUT 3TH
6208990099;12.000 %;DUT 3TH
6209200000;10.500 %;DUT 3TH
6209200090;10.500 %;DUT 3TH
6209300010;10.500 %;DUT 3TH
6209300020;10.500 %;DUT 3TH
6209300090;10.500 %;DUT 3TH
6209909090;10.500 %;DUT 3TH
6210101000;12.000 %;DUT 3TH
6210109200;12.000 %;DUT 3TH
6210109800;12.000 %;DUT 3TH
6210200000;12.000 %;DUT 3TH
6210200090;12.000 %;DUT 3TH
6210300000;12.000 %;DUT 3TH
6210400000;12.000 %;DUT 3TH
6210500000;12.000 %;DUT 3TH
6211110000;12.000 %;DUT 3TH
6211120000;12.000 %;DUT 3TH
6211200000;12.000 %;DUT 3TH
6211200010;12.000 %;DUT 3TH
6211200090;12.000 %;DUT 3TH
6211321000;12.000 %;DUT 3TH
6211323100;12.000 %;DUT 3TH
6211324100;12.000 %;DUT 3TH
6211329000;12.000 %;DUT 3TH
6211331000;12.000 %;DUT 3TH
6211333100;12.000 %;DUT 3TH
6211334100;12.000 %;DUT 3TH
6211334200;12.000 %;DUT 3TH
6211339000;12.000 %;DUT 3TH
6211390010;12.000 %;DUT 3TH
6211390090;12.000 %;DUT 3TH
6211421000;12.000 %;DUT 3TH
6211429000;12.000 %;DUT 3TH
6211431000;12.000 %;DUT 3TH
6211433100;12.000 %;DUT 3TH
6211434100;12.000 %;DUT 3TH
6211439000;12.000 %;DUT 3TH
6211490000;12.000 %;DUT 3TH
6212101000;6.500 %;DUT 3TH
6212109000;6.500 %;DUT 3TH
6212200000;6.500 %;DUT 3TH
6212900000;6.500 %;DUT 3TH
6213200090;10.000 %;DUT 3TH
6213900090;10.000 %;DUT 3TH
6214100000;8.000 %;DUT 3TH
6214100010;8.000 %;DUT 3TH
6214100090;8.000 %;DUT 3TH
6214200090;8.000 %;DUT 3TH
6214300000;8.000 %;DUT 3TH
6214300010;8.000 %;DUT 3TH
6214300090;8.000 %;DUT 3TH
6214400090;8.000 %;DUT 3TH
6214900011;8.000 %;DUT 3TH
6214900019;8.000 %;DUT 3TH
6214900099;8.000 %;DUT 3TH
6215100000;6.300 %;DUT 3TH
6215100090;6.300 %;DUT 3TH
6215200000;6.300 %;DUT 3TH
6215900090;6.300 %;DUT 3TH
6216000000;7.600 %;DUT 3TH
6217100000;6.300 %;DUT 3TH
6217100090;6.300 %;DUT 3TH
6217900000;12.000 %;DUT 3TH
6301100000;6.900 %;DUT 3TH
6301201000;12.000 %;DUT 3TH
6301209090;12.000 %;DUT 3TH
6301301000;12.000 %;DUT 3TH
6301309010;7.500 %;DUT 3TH
6301309090;7.500 %;DUT 3TH
6301401000;12.000 %;DUT 3TH
6301409010;12.000 %;DUT 3TH
6301409010;12.000 %;DUT 3TH
6301409091;12.000 %;DUT 3TH
6301409099;12.000 %;DUT 3TH
6301909000;12.000 %;DUT 3TH
6301909099;12.000 %;DUT 3TH
6302100000;12.000 %;DUT 3TH
6302210029;12.000 %;DUT 3TH
6302210089;12.000 %;DUT 3TH
6302229000;12.000 %;DUT 3TH
6302229090;12.000 %;DUT 3TH
6302299000;12.000 %;DUT 3TH
6302310000;12.000 %;DUT 3TH
6302310090;12.000 %;DUT 3TH
6302329000;12.000 %;DUT 3TH
6302329090;12.000 %;DUT 3TH
6302392000;12.000 %;DUT 3TH
6302399000;12.000 %;DUT 3TH
6302400000;12.000 %;DUT 3TH
6302510010;12.000 %;DUT 3TH
6302510090;12.000 %;DUT 3TH
6302531000;6.900 %;DUT 3TH
6302539000;12.000 %;DUT 3TH
6302591000;12.000 %;DUT 3TH
6302599000;12.000 %;DUT 3TH
6302599090;12.000 %;DUT 3TH
6302600000;12.000 %;DUT 3TH
6302600010;12.000 %;DUT 3TH
6302600090;12.000 %;DUT 3TH
6302600090;12.000 %;DUT 3TH
6302600090;12.000 %;DUT 3TH
6302910090;12.000 %;DUT 3TH
6302931000;6.900 %;DUT 3TH
6302939000;12.000 %;DUT 3TH
6302999090;12.000 %;DUT 3TH
6303120000;12.000 %;DUT 3TH
6303190000;12.000 %;DUT 3TH
6303910010;12.000 %;DUT 3TH
6303910099;12.000 %;DUT 3TH
6303921000;6.900 %;DUT 3TH
6303929000;12.000 %;DUT 3TH
6303929010;12.000 %;DUT 3TH
6303929090;12.000 %;DUT 3TH
6303999010;12.000 %;DUT 3TH
6303999090;12.000 %;DUT 3TH
6304110000;12.000 %;DUT 3TH
6304191090;12.000 %;DUT 3TH
6304193000;12.000 %;DUT 3TH
6304199099;12.000 %;DUT 3TH
6304200000;12.000 %;DUT 3TH
6304910000;12.000 %;DUT 3TH
6304920090;12.000 %;DUT 3TH
6304930000;12.000 %;DUT 3TH
6304930010;12.000 %;DUT 3TH
6304930090;12.000 %;DUT 3TH
6304990000;12.000 %;DUT 3TH
6304990010;12.000 %;DUT 3TH
6304990099;12.000 %;DUT 3TH
6305109000;4.000 %;DUT 3TH
6305200010;7.200 %;DUT 3TH
6305200090;7.200 %;DUT 3TH
6305321100;12.000 %;DUT 3TH
6305321900;7.200 %;DUT 3TH
6305329000;7.200 %;DUT 3TH
6305329010;7.200 %;DUT 3TH
6305329091;7.200 %;DUT 3TH
6305329099;7.200 %;DUT 3TH
6305331000;12.000 %;DUT 3TH
6305339000;7.200 %;DUT 3TH
6305390099;7.200 %;DUT 3TH
6305900020;6.200 %;DUT 3TH
6305900099;6.200 %;DUT 3TH
6306120000;12.000 %;DUT 3TH
6306190000;12.000 %;DUT 3TH
6306220000;12.000 %;DUT 3TH
6306290000;12.000 %;DUT 3TH
6306400000;12.000 %;DUT 3TH
6306900011;12.000 %;DUT 3TH
6306900019;12.000 %;DUT 3TH
6306900090;12.000 %;DUT 3TH
6307101000;12.000 %;DUT 3TH
6307103000;6.900 %;DUT 3TH
6307109090;7.700 %;DUT 3TH
6307109090;7.700 %;DUT 3TH
6307109090;7.700 %;DUT 3TH
6307200000;6.300 %;DUT 3TH
6307901000;12.000 %;DUT 3TH
6307909100;6.300 %;DUT 3TH
6307909200;6.300 %;DUT 3TH
6307909300;6.300 %;DUT 3TH
6307909311;6.300 %;DUT 3TH
6307909390;6.300 %;DUT 3TH
6307909500;6.300 %;DUT 3TH
6307909800;6.300 %;DUT 3TH
6307909810;6.300 %;DUT 3TH
6307909811;6.300 %;DUT 3TH
6307909815;6.300 %;DUT 3TH
6307909817;6.300 %;DUT 3TH
6307909820;6.300 %;DUT 3TH
6307909891;6.300 %;DUT 3TH
6307909899;6.300 %;DUT 3TH
6307909899;6.300 %;DUT 3TH
6307909899;6.300 %;DUT 3TH
6308000020;12.000 %;DUT 3TH
6308000090;12.000 %;DUT 3TH
6309000000;5.300 %;DUT 3TH
6310100000;0.000 %;DUT 3TH
6310900000;0.000 %;DUT 3TH
6401100000;17.000 %;DUT 3TH
6401921000;17.000 %;DUT 3TH
6401929000;17.000 %;DUT 3TH
6401990090;17.000 %;DUT 3TH
6402121000;17.000 %;DUT 3TH
6402190000;16.900 %;DUT 3TH
6402200000;17.000 %;DUT 3TH
6402919000;16.900 %;DUT 3TH
6402990500;17.000 %;DUT 3TH
6402991000;16.800 %;DUT 3TH
6402993100;16.800 %;DUT 3TH
6402993900;16.800 %;DUT 3TH
6402995000;16.800 %;DUT 3TH
6402999100;16.800 %;DUT 3TH
6402999300;16.800 %;DUT 3TH
6402999600;16.800 %;DUT 3TH
6402999800;16.800 %;DUT 3TH
6403120000;8.000 %;DUT 3TH
6403190000;8.000 %;DUT 3TH
6403400000;8.000 %;DUT 3TH
6403511500;8.000 %;DUT 3TH
6403511900;8.000 %;DUT 3TH
6403519500;8.000 %;DUT 3TH
6403590500;8.000 %;DUT 3TH
6403590510;8.000 %;DUT 3TH
6403591100;5.000 %;DUT 3TH
6403593100;8.000 %;DUT 3TH
6403593500;8.000 %;DUT 3TH
6403593900;8.000 %;DUT 3TH
6403595000;8.000 %;DUT 3TH
6403599100;8.000 %;DUT 3TH
6403599100;8.000 %;DUT 3TH
6403599500;8.000 %;DUT 3TH
6403599900;8.000 %;DUT 3TH
6403911100;8.000 %;DUT 3TH
6403911190;8.000 %;DUT 3TH
6403911390;8.000 %;DUT 3TH
6403911600;8.000 %;DUT 3TH
6403911690;8.000 %;DUT 3TH
6403911800;8.000 %;DUT 3TH
6403911810;8.000 %;DUT 3TH
6403911890;8.000 %;DUT 3TH
6403919100;8.000 %;DUT 3TH
6403919600;8.000 %;DUT 3TH
6403919800;5.000 %;DUT 3TH
6403990590;8.000 %;DUT 3TH
6403991100;8.000 %;DUT 3TH
6403993100;8.000 %;DUT 3TH
6403993300;8.000 %;DUT 3TH
6403993600;8.000 %;DUT 3TH
6403993600;8.000 %;DUT 3TH
6403993800;5.000 %;DUT 3TH
6403995000;8.000 %;DUT 3TH
6403999100;8.000 %;DUT 3TH
6403999110;8.000 %;DUT 3TH
6403999190;8.000 %;DUT 3TH
6403999300;8.000 %;DUT 3TH
6403999390;8.000 %;DUT 3TH
6403999600;8.000 %;DUT 3TH
6403999690;8.000 %;DUT 3TH
6403999800;7.000 %;DUT 3TH
6403999810;7.000 %;DUT 3TH
6403999890;7.000 %;DUT 3TH
6404110000;16.900 %;DUT 3TH
6404191000;16.900 %;DUT 3TH
6404199000;16.900 %;DUT 3TH
6404201000;17.000 %;DUT 3TH
6404209000;17.000 %;DUT 3TH
6405100000;3.500 %;DUT 3TH
6405209100;4.000 %;DUT 3TH
6405209900;4.000 %;DUT 3TH
6405901000;17.000 %;DUT 3TH
6405909000;4.000 %;DUT 3TH
6406101000;3.000 %;DUT 3TH
6406101090;3.000 %;DUT 3TH
