gn_code;douanerecht;type_duty
2905168500;5.500 %;DUT 3TH
2905170000;5.500 %;DUT 3TH
2905190098;5.500 %;DUT 3TH
2905299000;0.000 %;DUT 3TH
2905299000;5.500 %;DUT 3TH
2905310010;5.500 %;DUT 3TH
2905310090;5.500 %;DUT 3TH
2905392000;0.000 %;DUT 3TH
2905392000;0.000 %;DUT 3TH
2905392000;0.000 %;DUT 3TH
2905393000;0.000 %;DUT 3TH
2905399520;5.500 %;DUT 3TH
2905399540;5.500 %;DUT 3TH
2905399590;0.000 %;DUT 3TH
2905399590;5.500 %;DUT 3TH
2905410000;5.500 %;DUT 3TH
2905420000;5.500 %;DUT 3TH
2905420000;5.500 %;DUT 3TH
2905430000;9.600 % + 125.800 EUR DTN;DUT 3TH
2905449100;7.700 % + 23.000 EUR DTN;DUT 3TH
2905449900;9.000 % + 53.700 EUR DTN;DUT 3TH
2905450000;3.800 %;DUT 3TH
2905490000;0.000 %;DUT 3TH
2905490000;5.500 %;DUT 3TH
2906110000;0.000 %;DUT 3TH
2906110000;5.500 %;DUT 3TH
2906120000;5.500 %;DUT 3TH
2906139000;0.000 %;DUT 3TH
2906210000;5.500 %;DUT 3TH
2907120020;2.100 %;DUT 3TH
2907199090;0.000 %;DUT 3TH
2907199090;5.500 %;DUT 3TH
2907230000;5.500 %;DUT 3TH
2907290090;0.000 %;DUT 3TH
2907290090;5.500 %;DUT 3TH
2908990000;0.000 %;DUT 3TH
2908990000;5.500 %;DUT 3TH
2909199030;5.500 %;DUT 3TH
2909199090;0.000 %;DUT 3TH
2909199090;5.500 %;DUT 3TH
2909200090;0.000 %;DUT 3TH
2909200090;5.500 %;DUT 3TH
2909301000;0.000 %;DUT 3TH
2909303820;5.500 %;DUT 3TH
2909309090;0.000 %;DUT 3TH
2909309090;5.500 %;DUT 3TH
2909491100;0.000 %;DUT 3TH
2909498020;5.500 %;DUT 3TH
2909498090;0.000 %;DUT 3TH
2909498090;5.500 %;DUT 3TH
2909500090;0.000 %;DUT 3TH
2909500090;5.500 %;DUT 3TH
2909600090;5.500 %;DUT 3TH
2909600090;5.500 %;DUT 3TH
2909609090;5.500 %;DUT 3TH
2910100000;5.500 %;DUT 3TH
2910200000;0.000 %;DUT 3TH
2910200000;5.500 %;DUT 3TH
2910900090;0.000 %;DUT 3TH
2910900090;5.500 %;DUT 3TH
2911000090;0.000 %;DUT 3TH
2911000090;5.000 %;DUT 3TH
2912110000;5.500 %;DUT 3TH
2912190090;0.000 %;DUT 3TH
2912190090;5.500 %;DUT 3TH
2912290035;5.500 %;DUT 3TH
2912410000;5.500 %;DUT 3TH
2912420000;5.500 %;DUT 3TH
2912600000;5.500 %;DUT 3TH
2913000000;0.000 %;DUT 3TH
2913000000;5.500 %;DUT 3TH
2914110000;5.500 %;DUT 3TH
2914120000;5.500 %;DUT 3TH
2914220000;5.500 %;DUT 3TH
2914230000;5.500 %;DUT 3TH
2914290090;0.000 %;DUT 3TH
2914290090;5.500 %;DUT 3TH
2914500090;0.000 %;DUT 3TH
2914500090;5.500 %;DUT 3TH
2914620000;0.000 %;DUT 3TH
2914620000;5.500 %;DUT 3TH
2914698010;5.500 %;DUT 3TH
2914698010;5.500 %;DUT 3TH
2914698090;0.000 %;DUT 3TH
2914698090;5.500 %;DUT 3TH
2914710000;5.500 %;DUT 3TH
2914790090;0.000 %;DUT 3TH
2914790090;5.500 %;DUT 3TH
2915110000;5.500 %;DUT 3TH
2915120090;5.500 %;DUT 3TH
2915130000;5.500 %;DUT 3TH
2915210090;5.500 %;DUT 3TH
2915290000;5.500 %;DUT 3TH
2915290090;5.500 %;DUT 3TH
2915310000;5.500 %;DUT 3TH
2915330000;5.500 %;DUT 3TH
2915390025;5.500 %;DUT 3TH
2915390090;0.000 %;DUT 3TH
2915390090;5.500 %;DUT 3TH
2915400000;5.500 %;DUT 3TH
2915601990;0.000 %;DUT 3TH
2915601990;5.500 %;DUT 3TH
2915704000;0.000 %;DUT 3TH
2915704000;5.500 %;DUT 3TH
2915704010;5.500 %;DUT 3TH
2915704090;0.000 %;DUT 3TH
2915704090;0.000 %;DUT 3TH
2915704090;5.500 %;DUT 3TH
2915704090;5.500 %;DUT 3TH
2915704098;0.000 %;DUT 3TH
2915704098;5.500 %;DUT 3TH
2915705000;5.500 %;DUT 3TH
2915705090;5.500 %;DUT 3TH
2915903090;5.500 %;DUT 3TH
2915907090;0.000 %;DUT 3TH
2915907090;5.500 %;DUT 3TH
2915907095;5.500 %;DUT 3TH
2915907098;0.000 %;DUT 3TH
2915907098;5.500 %;DUT 3TH
2916110010;6.500 %;DUT 3TH
2916110090;6.500 %;DUT 3TH
2916120090;6.500 %;DUT 3TH
2916130020;6.500 %;DUT 3TH
2916130030;6.500 %;DUT 3TH
2916130040;6.500 %;DUT 3TH
2916130090;6.500 %;DUT 3TH
2916140090;6.500 %;DUT 3TH
2916150000;6.500 %;DUT 3TH
2916150090;6.500 %;DUT 3TH
2916199530;6.500 %;DUT 3TH
2916199530;6.500 %;DUT 3TH
2916199590;0.000 %;DUT 3TH
2916199590;6.500 %;DUT 3TH
2916200070;6.500 %;DUT 3TH
2916200090;0.000 %;DUT 3TH
2916200090;6.500 %;DUT 3TH
2916310090;0.000 %;DUT 3TH
2916310090;6.500 %;DUT 3TH
2916320000;6.500 %;DUT 3TH
2916399090;0.000 %;DUT 3TH
2916399090;6.500 %;DUT 3TH
2917110030;6.500 %;DUT 3TH
2917110099;6.500 %;DUT 3TH
2917120010;6.500 %;DUT 3TH
2917120090;6.500 %;DUT 3TH
2917131000;0.000 %;DUT 3TH
2917140000;6.500 %;DUT 3TH
2917191010;6.500 %;DUT 3TH
2917191020;6.500 %;DUT 3TH
2917191090;0.000 %;DUT 3TH
2917191090;6.500 %;DUT 3TH
2917192000;6.300 %;DUT 3TH
2917198055;6.300 %;DUT 3TH
2917198070;6.300 %;DUT 3TH
2917198070;6.300 %;DUT 3TH
2917198090;0.000 %;DUT 3TH
2917198090;6.300 %;DUT 3TH
2917200090;6.000 %;DUT 3TH
2917350000;6.500 %;DUT 3TH
2917370000;6.500 %;DUT 3TH
2917392000;0.000 %;DUT 3TH
2917392000;0.000 %;DUT 3TH
2917399590;0.000 %;DUT 3TH
2917399590;6.500 %;DUT 3TH
2918110000;0.000 %;DUT 3TH
2918110000;6.500 %;DUT 3TH
2918120090;6.500 %;DUT 3TH
2918130000;0.000 %;DUT 3TH
2918130000;6.500 %;DUT 3TH
2918140090;6.500 %;DUT 3TH
2918140090;6.500 %;DUT 3TH
2918150019;6.500 %;DUT 3TH
2918150090;6.500 %;DUT 3TH
2918170000;6.500 %;DUT 3TH
2918199820;6.500 %;DUT 3TH
2918199820;6.500 %;DUT 3TH
2918199850;6.500 %;DUT 3TH
2918199890;0.000 %;DUT 3TH
2918199890;6.500 %;DUT 3TH
2918210000;6.500 %;DUT 3TH
2918230000;0.000 %;DUT 3TH
2918230000;6.500 %;DUT 3TH
2918290010;6.500 %;DUT 3TH
2918290035;6.500 %;DUT 3TH
2918290075;6.500 %;DUT 3TH
2918290080;6.500 %;DUT 3TH
2918290090;0.000 %;DUT 3TH
2918290090;6.500 %;DUT 3TH
2918300050;6.500 %;DUT 3TH
2918300087;6.500 %;DUT 3TH
2918300090;0.000 %;DUT 3TH
2918300090;6.500 %;DUT 3TH
2918999025;6.500 %;DUT 3TH
2918999027;6.500 %;DUT 3TH
2918999090;0.000 %;DUT 3TH
2918999090;6.500 %;DUT 3TH
2919100000;6.500 %;DUT 3TH
2919900010;6.500 %;DUT 3TH
2919900070;6.500 %;DUT 3TH
2919900090;0.000 %;DUT 3TH
2919900090;6.500 %;DUT 3TH
2920290070;6.500 %;DUT 3TH
2920290090;6.500 %;DUT 3TH
2920901090;0.000 %;DUT 3TH
2920901090;6.500 %;DUT 3TH
2920907090;0.000 %;DUT 3TH
2920907090;6.500 %;DUT 3TH
2921110000;6.500 %;DUT 3TH
2921120000;6.500 %;DUT 3TH
2921199975;6.500 %;DUT 3TH
2921199980;6.500 %;DUT 3TH
2921199990;0.000 %;DUT 3TH
2921199990;6.500 %;DUT 3TH
2921220000;6.500 %;DUT 3TH
2921290090;0.000 %;DUT 3TH
2921290090;6.000 %;DUT 3TH
2921309990;0.000 %;DUT 3TH
2921309990;6.500 %;DUT 3TH
2921420080;6.500 %;DUT 3TH
2921420086;6.500 %;DUT 3TH
2921430020;6.500 %;DUT 3TH
2921430020;6.500 %;DUT 3TH
2921430020;6.500 %;DUT 3TH
2921430090;0.000 %;DUT 3TH
2921430090;6.500 %;DUT 3TH
2921511100;0.000 %;DUT 3TH
2921511900;6.500 %;DUT 3TH
2921511940;6.500 %;DUT 3TH
2921511990;6.500 %;DUT 3TH
2921519000;6.500 %;DUT 3TH
2921519090;6.500 %;DUT 3TH
2921595090;0.000 %;DUT 3TH
2921599030;6.500 %;DUT 3TH
2921599090;0.000 %;DUT 3TH
2921599090;6.500 %;DUT 3TH
2922110000;0.000 %;DUT 3TH
2922110000;6.500 %;DUT 3TH
2922150000;6.500 %;DUT 3TH
2922190090;0.000 %;DUT 3TH
2922190090;6.500 %;DUT 3TH
2922290070;6.500 %;DUT 3TH
2922290070;6.500 %;DUT 3TH
2922290090;0.000 %;DUT 3TH
2922290090;6.500 %;DUT 3TH
2922410000;0.000 %;DUT 3TH
2922410000;6.300 %;DUT 3TH
2922410010;0.000 %;DUT 3TH
2922410010;6.300 %;DUT 3TH
2922410010;6.300 %;DUT 3TH
2922410020;6.300 %;DUT 3TH
2922410090;0.000 %;DUT 3TH
2922410090;6.300 %;DUT 3TH
2922492000;0.000 %;DUT 3TH
2922492000;0.000 %;DUT 3TH
2922498517;6.500 %;DUT 3TH
2922498525;6.500 %;DUT 3TH
2922498545;6.500 %;DUT 3TH
2922498590;0.000 %;DUT 3TH
2922498590;6.500 %;DUT 3TH
2922500025;6.500 %;DUT 3TH
2922500090;0.000 %;DUT 3TH
2922500090;6.500 %;DUT 3TH
2923100090;0.000 %;DUT 3TH
2923100090;6.500 %;DUT 3TH
2923200000;0.000 %;DUT 3TH
2923200000;5.700 %;DUT 3TH
2923300000;6.500 %;DUT 3TH
2923900010;6.500 %;DUT 3TH
2923900087;6.500 %;DUT 3TH
2923900090;0.000 %;DUT 3TH
2923900090;6.500 %;DUT 3TH
2924190090;0.000 %;DUT 3TH
2924190090;6.500 %;DUT 3TH
2924291000;0.000 %;DUT 3TH
2924297075;6.500 %;DUT 3TH
2924297075;6.500 %;DUT 3TH
2924297085;6.500 %;DUT 3TH
2924297088;6.500 %;DUT 3TH
2924297091;6.500 %;DUT 3TH
2924297092;6.500 %;DUT 3TH
2924297092;6.500 %;DUT 3TH
2924297094;6.500 %;DUT 3TH
2924297099;0.000 %;DUT 3TH
2924297099;6.500 %;DUT 3TH
2924299892;6.500 %;DUT 3TH
2925110090;6.500 %;DUT 3TH
2925199520;6.500 %;DUT 3TH
2925199590;0.000 %;DUT 3TH
2925199590;6.500 %;DUT 3TH
2925210000;6.500 %;DUT 3TH
2925290010;6.500 %;DUT 3TH
2925290090;0.000 %;DUT 3TH
2925290090;6.500 %;DUT 3TH
2926907017;6.500 %;DUT 3TH
2926907022;6.500 %;DUT 3TH
2926907090;0.000 %;DUT 3TH
2926907090;6.500 %;DUT 3TH
2927000035;6.500 %;DUT 3TH
2927000090;0.000 %;DUT 3TH
2927000090;6.500 %;DUT 3TH
2928009028;6.500 %;DUT 3TH
2928009050;6.500 %;DUT 3TH
2928009055;6.500 %;DUT 3TH
2928009070;6.500 %;DUT 3TH
2928009090;0.000 %;DUT 3TH
2928009090;6.500 %;DUT 3TH
2929100090;6.500 %;DUT 3TH
2929900090;0.000 %;DUT 3TH
2929900090;6.500 %;DUT 3TH
2930401000;0.000 %;DUT 3TH
2930409000;6.500 %;DUT 3TH
2930901300;0.000 %;DUT 3TH
2930901300;6.500 %;DUT 3TH
2930905000;0.000 %;DUT 3TH
2930909518;6.500 %;DUT 3TH
2930909599;0.000 %;DUT 3TH
2930909599;6.500 %;DUT 3TH
2930909835;6.500 %;DUT 3TH
2930909855;6.500 %;DUT 3TH
2930909888;6.500 %;DUT 3TH
2930909899;0.000 %;DUT 3TH
2930909899;6.500 %;DUT 3TH
2931100000;6.500 %;DUT 3TH
2931395000;0.000 %;DUT 3TH
2931395000;6.500 %;DUT 3TH
2931396000;6.500 %;DUT 3TH
2931399090;0.000 %;DUT 3TH
2931399090;6.500 %;DUT 3TH
2931493000;0.000 %;DUT 3TH
2931493000;6.500 %;DUT 3TH
2931494000;6.500 %;DUT 3TH
2931499090;0.000 %;DUT 3TH
2931499090;6.500 %;DUT 3TH
2931900090;0.000 %;DUT 3TH
2931900090;6.500 %;DUT 3TH
2932120000;6.500 %;DUT 3TH
2932130090;6.500 %;DUT 3TH
2932140090;6.500 %;DUT 3TH
2932190075;6.500 %;DUT 3TH
2932190090;0.000 %;DUT 3TH
2932190090;6.500 %;DUT 3TH
2932209090;0.000 %;DUT 3TH
2932209090;6.500 %;DUT 3TH
2932990080;6.500 %;DUT 3TH
2932990090;0.000 %;DUT 3TH
2932990090;6.500 %;DUT 3TH
2933199030;6.500 %;DUT 3TH
2933199040;6.500 %;DUT 3TH
2933199090;0.000 %;DUT 3TH
2933199090;6.500 %;DUT 3TH
2933210090;0.000 %;DUT 3TH
2933210090;6.500 %;DUT 3TH
2933291000;0.000 %;DUT 3TH
2933299090;0.000 %;DUT 3TH
2933299090;6.500 %;DUT 3TH
2933330000;0.000 %;DUT 3TH
2933330000;6.500 %;DUT 3TH
2933394000;0.000 %;DUT 3TH
2933399959;6.500 %;DUT 3TH
2933399990;0.000 %;DUT 3TH
2933399990;6.500 %;DUT 3TH
2933491090;0.000 %;DUT 3TH
2933491090;5.500 %;DUT 3TH
2933520000;6.500 %;DUT 3TH
2933540000;0.000 %;DUT 3TH
2933540000;6.500 %;DUT 3TH
2933591000;0.000 %;DUT 3TH
2933592000;0.000 %;DUT 3TH
2933599590;0.000 %;DUT 3TH
2933599590;6.500 %;DUT 3TH
2933610000;6.500 %;DUT 3TH
2933698027;6.500 %;DUT 3TH
2933698040;6.500 %;DUT 3TH
2933698075;6.500 %;DUT 3TH
2933698090;0.000 %;DUT 3TH
2933698090;6.500 %;DUT 3TH
2933790080;6.500 %;DUT 3TH
2933790090;0.000 %;DUT 3TH
2933790090;6.500 %;DUT 3TH
2933919000;0.000 %;DUT 3TH
2933919000;6.500 %;DUT 3TH
2933992000;0.000 %;DUT 3TH
2933992000;5.500 %;DUT 3TH
2933995000;0.000 %;DUT 3TH
2933998016;6.500 %;DUT 3TH
2933998020;6.500 %;DUT 3TH
2933998030;6.500 %;DUT 3TH
2933998073;6.500 %;DUT 3TH
2933998081;6.500 %;DUT 3TH
2933998082;6.500 %;DUT 3TH
2933998090;0.000 %;DUT 3TH
2933998090;6.500 %;DUT 3TH
2934100090;0.000 %;DUT 3TH
2934100090;6.500 %;DUT 3TH
2934202000;6.500 %;DUT 3TH
2934996000;0.000 %;DUT 3TH
2934999070;6.500 %;DUT 3TH
2934999076;6.500 %;DUT 3TH
2934999090;0.000 %;DUT 3TH
2934999090;6.500 %;DUT 3TH
2935500000;6.500 %;DUT 3TH
2935909080;6.500 %;DUT 3TH
2935909088;6.500 %;DUT 3TH
2935909088;6.500 %;DUT 3TH
2935909089;6.500 %;DUT 3TH
2935909099;0.000 %;DUT 3TH
2935909099;6.500 %;DUT 3TH
2936210000;0.000 %;DUT 3TH
2936220000;0.000 %;DUT 3TH
2936230000;0.000 %;DUT 3TH
2936240000;0.000 %;DUT 3TH
2936250000;0.000 %;DUT 3TH
2936270000;0.000 %;DUT 3TH
2936270000;0.000 %;DUT 3TH
2936270000;0.000 %;DUT 3TH
2936290000;0.000 %;DUT 3TH
2936900000;0.000 %;DUT 3TH
2937120000;0.000 %;DUT 3TH
2937190000;0.000 %;DUT 3TH
2937210000;0.000 %;DUT 3TH
2937220000;0.000 %;DUT 3TH
2937220000;0.000 %;DUT 3TH
2937230000;0.000 %;DUT 3TH
2937290000;0.000 %;DUT 3TH
2937290000;0.000 %;DUT 3TH
2937500000;0.000 %;DUT 3TH
2937900000;0.000 %;DUT 3TH
2938903000;5.700 %;DUT 3TH
2938909090;0.000 %;DUT 3TH
2938909090;6.500 %;DUT 3TH
2939300000;0.000 %;DUT 3TH
2939410000;0.000 %;DUT 3TH
2939590000;0.000 %;DUT 3TH
2939690000;0.000 %;DUT 3TH
2939799000;0.000 %;DUT 3TH
2939799090;0.000 %;DUT 3TH
2940000010;6.500 %;DUT 3TH
2940000020;6.500 %;DUT 3TH
2940000040;6.500 %;DUT 3TH
2940000080;0.000 %;DUT 3TH
2940000080;6.500 %;DUT 3TH
2941100000;0.000 %;DUT 3TH
2941203000;5.300 %;DUT 3TH
2941400000;0.000 %;DUT 3TH
2941900000;0.000 %;DUT 3TH
2941900000;0.000 %;DUT 3TH
2942000090;0.000 %;DUT 3TH
2942000090;6.500 %;DUT 3TH
3001201000;0.000 %;DUT 3TH
3001209000;0.000 %;DUT 3TH
3001902000;0.000 %;DUT 3TH
3001909800;0.000 %;DUT 3TH
3002110000;0.000 %;DUT 3TH
3002120000;0.000 %;DUT 3TH
3002130000;0.000 %;DUT 3TH
3002130090;0.000 %;DUT 3TH
3002140000;0.000 %;DUT 3TH
3002140090;0.000 %;DUT 3TH
3002150000;0.000 %;DUT 3TH
3002150010;0.000 %;DUT 3TH
3002150090;0.000 %;DUT 3TH
3002190000;0.000 %;DUT 3TH
3002200000;0.000 %;DUT 3TH
3002201000;0.000 %;DUT 3TH
3002209000;0.000 %;DUT 3TH
3002300000;0.000 %;DUT 3TH
3002411000;0.000 %;DUT 3TH
3002419000;0.000 %;DUT 3TH
3002490000;0.000 %;DUT 3TH
3002490010;0.000 %;DUT 3TH
3002490020;0.000 %;DUT 3TH
3002490080;0.000 %;DUT 3TH
3002510000;0.000 %;DUT 3TH
3002590000;0.000 %;DUT 3TH
3002901000;0.000 %;DUT 3TH
3002903000;0.000 %;DUT 3TH
3002905000;0.000 %;DUT 3TH
3002905010;0.000 %;DUT 3TH
3002905090;0.000 %;DUT 3TH
3002909000;0.000 %;DUT 3TH
3002909010;0.000 %;DUT 3TH
3002909090;0.000 %;DUT 3TH
3003100000;0.000 %;DUT 3TH
3003200000;0.000 %;DUT 3TH
3003900000;0.000 %;DUT 3TH
3004100000;0.000 %;DUT 3TH
3004200000;0.000 %;DUT 3TH
3004200000;0.000 %;DUT 3TH
3004200000;0.000 %;DUT 3TH
3004320000;0.000 %;DUT 3TH
3004390000;0.000 %;DUT 3TH
3004410000;0.000 %;DUT 3TH
3004500000;0.000 %;DUT 3TH
3004900000;0.000 %;DUT 3TH
3005100000;0.000 %;DUT 3TH
3005901000;0.000 %;DUT 3TH
3005903100;0.000 %;DUT 3TH
3005905000;0.000 %;DUT 3TH
3005909900;0.000 %;DUT 3TH
3006109000;0.000 %;DUT 3TH
3006200000;0.000 %;DUT 3TH
3006300000;0.000 %;DUT 3TH
3006500000;0.000 %;DUT 3TH
3006600000;0.000 %;DUT 3TH
3006700000;0.000 %;DUT 3TH
3006910000;0.000 %;DUT 3TH
3006920000;0.000 %;DUT 3TH
3006930000;0.000 %;DUT 3TH
3101000000;0.000 %;DUT 3TH
3102101000;6.500 %;DUT 3TH
3102101000;6.500 %;DUT 3TH
3102101900;6.500 % + 40.000 EUR TNE;DUT 3TH
3102101900;"Cond: B cert: Y-155 (01):6.500 % + 40.000 EUR TNE ; B (01):6.500 % + 0.000 EUR TNE";DUT 3TH
3102109000;6.500 %;DUT 3TH
3102301000;6.500 %;DUT 3TH
3102500089;6.500 %;DUT 3TH
3102600090;6.500 %;DUT 3TH
3103110000;4.800 %;DUT 3TH
3104201000;0.000 %;DUT 3TH
3104209000;0.000 %;DUT 3TH
3104209000;0.000 %;DUT 3TH
3104900000;0.000 %;DUT 3TH
3105201000;6.500 %;DUT 3TH
3105201090;6.500 %;DUT 3TH
3105201090;6.500 %;DUT 3TH
3105209000;6.500 %;DUT 3TH
3105300000;6.500 %;DUT 3TH
3105400000;6.500 %;DUT 3TH
3105510000;6.500 %;DUT 3TH
3105600000;3.200 %;DUT 3TH
3105902090;6.500 %;DUT 3TH
3105908090;3.200 %;DUT 3TH
3201100000;0.000 %;DUT 3TH
3202100000;5.300 %;DUT 3TH
3202900000;5.300 %;DUT 3TH
3202900090;5.300 %;DUT 3TH
3203001000;0.000 %;DUT 3TH
3203009000;2.500 %;DUT 3TH
3204110020;6.500 %;DUT 3TH
3204110060;6.500 %;DUT 3TH
3204110090;6.500 %;DUT 3TH
3204120010;6.500 %;DUT 3TH
3204120045;6.500 %;DUT 3TH
3204120090;0.000 %;DUT 3TH
3204120090;6.500 %;DUT 3TH
3204130010;6.500 %;DUT 3TH
3204130010;6.500 %;DUT 3TH
3204130010;6.500 %;DUT 3TH
3204130030;6.500 %;DUT 3TH
3204130040;6.500 %;DUT 3TH
3204130050;6.500 %;DUT 3TH
3204130090;0.000 %;DUT 3TH
3204130090;6.500 %;DUT 3TH
3204140090;6.500 %;DUT 3TH
3204140090;6.500 %;DUT 3TH
3204150000;6.500 %;DUT 3TH
3204160000;6.500 %;DUT 3TH
3204160090;6.500 %;DUT 3TH
3204160090;6.500 %;DUT 3TH
3204170010;6.500 %;DUT 3TH
3204170014;6.500 %;DUT 3TH
3204170015;6.500 %;DUT 3TH
3204170019;6.500 %;DUT 3TH
3204170020;6.500 %;DUT 3TH
3204170020;6.500 %;DUT 3TH
3204170021;6.500 %;DUT 3TH
3204170022;6.500 %;DUT 3TH
3204170024;6.500 %;DUT 3TH
3204170025;6.500 %;DUT 3TH
3204170026;6.500 %;DUT 3TH
3204170030;6.500 %;DUT 3TH
3204170033;6.500 %;DUT 3TH
3204170035;6.500 %;DUT 3TH
3204170040;6.500 %;DUT 3TH
3204170045;6.500 %;DUT 3TH
3204170047;6.500 %;DUT 3TH
3204170049;6.500 %;DUT 3TH
3204170055;6.500 %;DUT 3TH
3204170057;6.500 %;DUT 3TH
3204170060;6.500 %;DUT 3TH
3204170065;6.500 %;DUT 3TH
3204170075;6.500 %;DUT 3TH
3204170090;6.500 %;DUT 3TH
3204190073;6.500 %;DUT 3TH
3204190077;6.500 %;DUT 3TH
3204190090;0.000 %;DUT 3TH
3204190090;6.500 %;DUT 3TH
3204190090;6.500 %;DUT 3TH
3204200010;6.000 %;DUT 3TH
3204200030;6.000 %;DUT 3TH
3204200090;6.000 %;DUT 3TH
3204900020;6.500 %;DUT 3TH
3204900090;0.000 %;DUT 3TH
3204900090;6.500 %;DUT 3TH
3205000000;6.500 %;DUT 3TH
3205000090;6.500 %;DUT 3TH
3206110010;6.000 %;DUT 3TH
3206110090;6.000 %;DUT 3TH
3206190000;6.500 %;DUT 3TH
3206190010;6.500 %;DUT 3TH
3206190090;6.500 %;DUT 3TH
3206410000;6.500 %;DUT 3TH
3206410000;6.500 %;DUT 3TH
3206491000;0.000 %;DUT 3TH
3206497000;6.500 %;DUT 3TH
3206497040;6.500 %;DUT 3TH
3206497090;6.500 %;DUT 3TH
3206497090;6.500 %;DUT 3TH
3206500000;5.300 %;DUT 3TH
3207100000;6.500 %;DUT 3TH
3207209000;6.300 %;DUT 3TH
3207300000;5.300 %;DUT 3TH
3207300090;5.300 %;DUT 3TH
3207404000;0.000 %;DUT 3TH
3207408590;3.700 %;DUT 3TH
3208101000;6.500 %;DUT 3TH
3208101090;6.500 %;DUT 3TH
3208101090;6.500 %;DUT 3TH
3208109000;6.500 %;DUT 3TH
3208109090;6.500 %;DUT 3TH
3208201010;6.500 %;DUT 3TH
3208201090;6.500 %;DUT 3TH
3208209000;6.500 %;DUT 3TH
3208901900;6.500 %;DUT 3TH
3208901990;6.500 %;DUT 3TH
3208909100;6.500 %;DUT 3TH
3208909900;6.500 %;DUT 3TH
3208909990;6.500 %;DUT 3TH
3209100000;6.500 %;DUT 3TH
3209900000;6.500 %;DUT 3TH
3210001000;6.500 %;DUT 3TH
3210009000;6.500 %;DUT 3TH
3211000000;6.500 %;DUT 3TH
3212100000;6.500 %;DUT 3TH
3212900000;6.500 %;DUT 3TH
3213100000;6.500 %;DUT 3TH
3213900000;6.500 %;DUT 3TH
3214101000;5.000 %;DUT 3TH
3214109000;5.000 %;DUT 3TH
3214900000;5.000 %;DUT 3TH
3215110000;6.500 %;DUT 3TH
3215110090;6.500 %;DUT 3TH
3215119000;6.500 %;DUT 3TH
3215119090;6.500 %;DUT 3TH
3215119090;6.500 %;DUT 3TH
3215190000;6.500 %;DUT 3TH
3215190090;6.500 %;DUT 3TH
3215191000;0.000 %;DUT 3TH
3215199000;6.500 %;DUT 3TH
3215199090;6.500 %;DUT 3TH
3215902000;0.000 %;DUT 3TH
3215907000;6.500 %;DUT 3TH
3215907020;6.500 %;DUT 3TH
3215907090;6.500 %;DUT 3TH
3301121090;7.000 %;DUT 3TH
3301129000;4.400 %;DUT 3TH
3301131000;7.000 %;DUT 3TH
3301198000;4.400 %;DUT 3TH
3301249000;2.900 %;DUT 3TH
3301259000;2.900 %;DUT 3TH
3301291100;0.000 %;DUT 3TH
3301293100;2.300 %;DUT 3TH
3301294100;0.000 %;DUT 3TH
3301294200;0.000 %;DUT 3TH
3301294900;0.000 %;DUT 3TH
3301297900;2.900 %;DUT 3TH
3301299100;2.300 %;DUT 3TH
3301300000;2.000 %;DUT 3TH
3301901000;2.300 %;DUT 3TH
3301903000;0.000 %;DUT 3TH
3301909000;3.000 %;DUT 3TH
3302102900;9.000 % + EA;DUT 3TH
3302109000;0.000 %;DUT 3TH
3302901000;0.000 %;DUT 3TH
3302909000;0.000 %;DUT 3TH
3303001000;0.000 %;DUT 3TH
3303009000;0.000 %;DUT 3TH
3303009000;0.000 %;DUT 3TH
3304100000;0.000 %;DUT 3TH
3304200000;0.000 %;DUT 3TH
3304300000;0.000 %;DUT 3TH
3304910000;0.000 %;DUT 3TH
3304990000;0.000 %;DUT 3TH
3305100000;0.000 %;DUT 3TH
3305200000;0.000 %;DUT 3TH
3305300000;0.000 %;DUT 3TH
3305900000;0.000 %;DUT 3TH
3306100000;0.000 %;DUT 3TH
3306200000;4.000 %;DUT 3TH
3306900000;0.000 %;DUT 3TH
3307100000;6.500 %;DUT 3TH
3307200000;6.500 %;DUT 3TH
3307300000;6.500 %;DUT 3TH
3307410000;6.500 %;DUT 3TH
3307490000;6.500 %;DUT 3TH
3307490090;6.500 %;DUT 3TH
3307900000;6.500 %;DUT 3TH
3401110000;0.000 %;DUT 3TH
3401190000;0.000 %;DUT 3TH
3401201000;0.000 %;DUT 3TH
3401209000;0.000 %;DUT 3TH
3401300000;4.000 %;DUT 3TH
3402111000;0.000 %;DUT 3TH
3402119000;4.000 %;DUT 3TH
3402119010;4.000 %;DUT 3TH
3402119090;4.000 %;DUT 3TH
3402120000;0.000 %;DUT 3TH
3402120000;4.000 %;DUT 3TH
3402130090;0.000 %;DUT 3TH
3402130090;4.000 %;DUT 3TH
3402190000;4.000 %;DUT 3TH
3402202000;4.000 %;DUT 3TH
3402209000;4.000 %;DUT 3TH
3402310000;4.000 %;DUT 3TH
3402391000;0.000 %;DUT 3TH
3402399000;4.000 %;DUT 3TH
3402399090;4.000 %;DUT 3TH
3402410000;0.000 %;DUT 3TH
3402410000;4.000 %;DUT 3TH
3402420010;4.000 %;DUT 3TH
3402420090;0.000 %;DUT 3TH
3402420090;4.000 %;DUT 3TH
3402490000;4.000 %;DUT 3TH
3402501000;4.000 %;DUT 3TH
3402509000;4.000 %;DUT 3TH
3402901000;4.000 %;DUT 3TH
3402901050;4.000 %;DUT 3TH
3402901090;4.000 %;DUT 3TH
3402909000;4.000 %;DUT 3TH
3403110000;4.600 %;DUT 3TH
